,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
876,033394,健策元大0B購02,0,0,0,0,0,0,0,0,0,245000,0,0,0,424000,179000,245000,245000
877,033420,大立光永豐0B購01,0,0,0,0,0,0,0,0,0,245000,0,0,0,245000,0,245000,245000
878,033920,台玻元大0B購05,0,0,0,0,0,0,0,0,0,245000,0,0,0,267000,22000,245000,245000
879,034413,大亞統一11購01,0,0,0,0,0,0,0,0,0,245000,0,0,0,245000,0,245000,245000
880,034282,中石化兆豐0C購02,0,0,0,0,0,0,0,0,0,244000,0,0,0,256000,12000,244000,244000
881,085978,臺股指凱基12購01,0,0,0,0,0,0,0,0,0,244000,0,0,0,503000,259000,244000,244000
882,032214,中鋼統一0C購08,0,0,0,0,0,0,0,0,0,243000,0,0,0,243000,0,243000,243000
883,030945,矽創群益0B購02,0,0,0,0,0,0,0,0,0,243000,0,0,0,243000,0,243000,243000
884,034671,華新科凱基0B購01,0,0,0,0,0,0,0,0,0,243000,0,0,0,373000,130000,243000,243000
885,036514,晶相光凱基11購02,0,0,0,0,0,0,0,0,0,243000,0,0,0,459000,216000,243000,243000
886,033712,光寶科國票0C購01,0,0,0,0,0,0,0,0,0,242000,0,0,0,465000,223000,242000,242000
887,033933,創意元大0C購01,0,0,0,0,0,0,0,0,0,242000,0,0,0,365000,123000,242000,242000
888,037667,宏達電國泰12購02,0,0,0,0,0,0,0,0,0,242000,0,0,0,412000,170000,242000,242000
889,039865,矽創國票12購01,0,0,0,0,0,0,0,0,0,242000,0,0,0,297000,55000,242000,242000
890,038168,京鼎元大11購02,0,0,0,0,0,0,0,0,0,242000,0,0,0,244000,2000,242000,242000
891,089851,華立元大09購02,0,0,0,0,0,0,0,0,0,242000,0,0,0,250000,8000,242000,242000
892,07642P,天鈺元富12售01,0,0,0,0,0,0,0,0,0,241000,0,0,0,242000,1000,241000,241000
893,032153,長榮航凱基0A購05,0,0,0,0,0,0,0,0,0,240000,0,0,0,360000,120000,240000,240000
894,078638,台達電凱基09購01,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,0,240000,240000
895,088364,廣宇元富0C購01,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,0,240000,240000
896,088648,聯詠富邦0B購03,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,0,240000,240000
897,033856,聯發科凱基11購03,0,0,0,0,0,0,0,0,0,240000,0,0,0,350000,110000,240000,240000
898,034522,大亞康和0C購01,0,0,0,0,0,0,0,0,0,240000,0,0,0,240000,0,240000,240000
899,040064,景碩元大11購08,0,0,0,0,0,0,0,0,0,240000,0,0,0,434000,194000,240000,240000
900,1460,宏遠,341000,101000,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
901,031592,中石化國票0B購01,0,0,0,0,0,0,0,0,0,239000,0,0,0,285000,46000,239000,239000
902,031306,台積電富邦11購02,0,0,0,0,0,0,0,0,0,239000,0,0,0,280000,41000,239000,239000
903,033710,允強國票0C購01,0,0,0,0,0,0,0,0,0,239000,0,0,0,780000,541000,239000,239000
904,031806,中鋼元大0A購04,0,0,0,0,0,0,0,0,0,238000,0,0,0,393000,155000,238000,238000
905,088748,矽創永豐09購03,0,0,0,0,0,0,0,0,0,238000,0,0,0,278000,40000,238000,238000
906,037324,京鼎富邦13購01,0,0,0,0,0,0,0,0,0,238000,0,0,0,288000,50000,238000,238000
907,040080,允強國票12購02,0,0,0,0,0,0,0,0,0,238000,0,0,0,240000,2000,238000,238000
908,040340,聯茂富邦13購01,0,0,0,0,0,0,0,0,0,238000,0,0,0,411000,173000,238000,238000
909,6209,今國光,563000,325000,238000,0,0,0,0,0,0,0,0,0,0,0,0,0,238000
910,088529,緯穎國泰0B購01,0,0,0,0,0,0,0,0,0,237000,0,0,0,237000,0,237000,237000
911,087552,聯詠元富0A購02,0,0,0,0,0,0,0,0,0,237000,0,0,0,247000,10000,237000,237000
912,087468,帆宣國票0A購01,0,0,0,0,0,0,0,0,0,237000,0,0,0,239000,2000,237000,237000
913,037197,致新群益0C購01,0,0,0,0,0,0,0,0,0,237000,0,0,0,237000,0,237000,237000
914,036332,大亞元富0C購01,0,0,0,0,0,0,0,0,0,237000,0,0,0,237000,0,237000,237000
915,035118,亞聚永豐0B購02,0,0,0,0,0,0,0,0,0,236000,0,0,0,238000,2000,236000,236000
916,039662,美時元富14購01,0,0,0,0,0,0,0,0,0,236000,0,0,0,286000,50000,236000,236000
917,038980,鉅祥國票11購01,0,0,0,0,0,0,0,0,0,236000,0,0,0,818000,582000,236000,236000
918,031568,中鋼凱基0B購02,0,0,0,0,0,0,0,0,0,235000,0,0,0,427000,192000,235000,235000
919,084717,聯發科元富0B購02,0,0,0,0,0,0,0,0,0,235000,0,0,0,409000,174000,235000,235000
920,088736,光磊永豐09購02,0,0,0,0,0,0,0,0,0,235000,0,0,0,245000,10000,235000,235000
921,037215,長榮航元富11購02,0,0,0,0,0,0,0,0,0,235000,0,0,0,235000,0,235000,235000
922,031463,潤泰全群益0B購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,454000,220000,234000,234000
923,083230,臻鼎國泰09購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,254000,20000,234000,234000
924,034091,裕民元大11購02,0,0,0,0,0,0,0,0,0,234000,0,0,0,334000,100000,234000,234000
925,037602,大成鋼元大11購03,0,0,0,0,0,0,0,0,0,234000,0,0,0,239000,5000,234000,234000
926,038993,億光富邦13購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,345000,111000,234000,234000
927,038004,啟碁元大13購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,383000,149000,234000,234000
928,038617,友訊元大12購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,234000,0,234000,234000
929,040449,景碩富邦13購01,0,0,0,0,0,0,0,0,0,234000,0,0,0,249000,15000,234000,234000
930,035070,鴻海群益0C購07,0,0,0,0,0,0,0,0,0,233000,0,0,0,1037000,804000,233000,233000
931,031948,和桐元大0B購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,233000,0,233000,233000
932,079681,創意元大09購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,264000,31000,233000,233000
933,085899,台郡國票0A購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,330000,97000,233000,233000
934,034513,台泥元富0B購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,233000,0,233000,233000
935,035228,聯詠兆豐0C購04,0,0,0,0,0,0,0,0,0,233000,0,0,0,243000,10000,233000,233000
936,038261,榮運凱基14購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,233000,0,233000,233000
937,039267,大成鋼凱基11購07,0,0,0,0,0,0,0,0,0,233000,0,0,0,234000,1000,233000,233000
938,039111,聯德國票11購01,0,0,0,0,0,0,0,0,0,233000,0,0,0,240000,7000,233000,233000
939,00674R,期元大S&P黃金反1,0,0,0,0,0,0,0,0,0,232000,0,0,0,284000,52000,232000,232000
940,085391,緯穎兆豐09購01,0,0,0,0,0,0,0,0,0,232000,0,0,0,240000,8000,232000,232000
941,084230,聯電統一09購09,0,0,0,0,0,0,0,0,0,232000,0,0,0,432000,200000,232000,232000
942,037522,威鋒電永豐0C購03,0,0,0,0,0,0,0,0,0,232000,0,0,0,518000,286000,232000,232000
943,089356,聯發科元大09購15,0,0,0,0,0,0,0,0,0,232000,0,0,0,253000,21000,232000,232000
944,037439,中纖元大11購02,0,0,0,0,0,0,0,0,0,231000,0,0,0,231000,0,231000,231000
945,038500,勝一永豐11購01,0,0,0,0,0,0,0,0,0,231000,0,0,0,452000,221000,231000,231000
946,030937,群創群益0B購07,0,0,0,0,0,0,0,0,0,230000,0,0,0,460000,230000,230000,230000
947,031413,永豐餘凱基0B購01,0,0,0,0,0,0,0,0,0,230000,0,0,0,230000,0,230000,230000
948,082144,愛普統一0C購01,0,0,0,0,0,0,0,0,0,230000,0,0,0,230000,0,230000,230000
949,038567,大榮凱基12購01,0,0,0,0,0,0,0,0,0,230000,0,0,0,243000,13000,230000,230000
950,039251,致新國泰13購01,0,0,0,0,0,0,0,0,0,230000,0,0,0,240000,10000,230000,230000
951,033289,欣興統一13購01,0,0,0,0,0,0,0,0,0,229000,0,0,0,629000,400000,229000,229000
952,087841,台表科凱基11購01,0,0,0,0,0,0,0,0,0,229000,0,0,0,286000,57000,229000,229000
953,033303,微星國泰11購01,0,0,0,0,0,0,0,0,0,229000,0,0,0,398000,169000,229000,229000
954,039879,健策國泰13購02,0,0,0,0,0,0,0,0,0,229000,0,0,0,269000,40000,229000,229000
955,089874,松翰國泰0C購01,0,0,0,0,0,0,0,0,0,229000,0,0,0,677000,448000,229000,229000
956,085376,聯詠群益09購01,0,0,0,0,0,0,0,0,0,228000,0,0,0,230000,2000,228000,228000
957,080627,旭富國票0A購01,0,0,0,0,0,0,0,0,0,228000,0,0,0,238000,10000,228000,228000
958,033260,嘉澤元大12購01,0,0,0,0,0,0,0,0,0,227000,0,0,0,234000,7000,227000,227000
959,031010,億光永豐0A購01,0,0,0,0,0,0,0,0,0,227000,0,0,0,460000,233000,227000,227000
960,033892,中鋼統一15購02,0,0,0,0,0,0,0,0,0,227000,0,0,0,237000,10000,227000,227000
961,087738,百和元富0B購01,0,0,0,0,0,0,0,0,0,226000,0,0,0,234000,8000,226000,226000
962,034966,奇力新元大0B購01,0,0,0,0,0,0,0,0,0,226000,0,0,0,290000,64000,226000,226000
963,032096,中鋼永豐0A購05,0,0,0,0,0,0,0,0,0,225000,0,0,0,225000,0,225000,225000
964,035741,國光生國票0C購01,0,0,0,0,0,0,0,0,0,225000,0,0,0,237000,12000,225000,225000
965,085861,聯詠統一0A購05,0,0,0,0,0,0,0,0,0,225000,0,0,0,225000,0,225000,225000
966,083835,緯穎凱基0A購01,0,0,0,0,0,0,0,0,0,225000,0,0,0,225000,0,225000,225000
967,035438,群創元大0B購14,0,0,0,0,0,0,0,0,0,225000,0,0,0,350000,125000,225000,225000
968,037313,宏碁凱基0C購01,0,0,0,0,0,0,0,0,0,225000,0,0,0,392000,167000,225000,225000
969,039589,景碩國票12購04,0,0,0,0,0,0,0,0,0,225000,0,0,0,250000,25000,225000,225000
970,037001,華城元富0C購01,0,0,0,0,0,0,0,0,0,224000,0,0,0,282000,58000,224000,224000
971,038665,景碩永豐11購01,0,0,0,0,0,0,0,0,0,224000,0,0,0,235000,11000,224000,224000
972,038430,和益元大11購01,0,0,0,0,0,0,0,0,0,224000,0,0,0,224000,0,224000,224000
973,031585,長榮航凱基12購01,10000,0,10000,0,0,0,0,0,0,213000,0,0,0,492000,279000,213000,223000
974,1734,杏輝,292000,69000,223000,0,0,0,0,0,0,0,0,0,0,0,0,0,223000
975,087816,南亞凱基09購01,0,0,0,0,0,0,0,0,0,222000,0,0,0,385000,163000,222000,222000
976,037209,緯穎凱基11購01,0,0,0,0,0,0,0,0,0,222000,0,0,0,223000,1000,222000,222000
977,038796,聯詠群益11購05,0,0,0,0,0,0,0,0,0,222000,0,0,0,437000,215000,222000,222000
978,030419,潤泰全元大0C購01,0,0,0,0,0,0,0,0,0,221000,0,0,0,418000,197000,221000,221000
979,034969,裕民元大0C購02,0,0,0,0,0,0,0,0,0,221000,0,0,0,277000,56000,221000,221000
980,033270,華邦電富邦0B購01,0,0,0,0,0,0,0,0,0,220000,0,0,0,260000,40000,220000,220000
981,031380,永豐餘統一0B購01,0,0,0,0,0,0,0,0,0,220000,0,0,0,222000,2000,220000,220000
982,088010,日月光兆豐0A購01,0,0,0,0,0,0,0,0,0,220000,0,0,0,220000,0,220000,220000
983,089213,可成群益0B購01,0,0,0,0,0,0,0,0,0,220000,0,0,0,220000,0,220000,220000
984,032020,致新統一0C購01,0,0,0,0,0,0,0,0,0,219000,0,0,0,219000,0,219000,219000
985,036629,順德凱基12購01,0,0,0,0,0,0,0,0,0,219000,0,0,0,447000,228000,219000,219000
986,037862,創意元富13購01,0,0,0,0,0,0,0,0,0,219000,0,0,0,323000,104000,219000,219000
987,039388,美亞群益12購01,0,0,0,0,0,0,0,0,0,219000,0,0,0,226000,7000,219000,219000
988,030940,智易群益0B購01,0,0,0,0,0,0,0,0,0,218000,0,0,0,218000,0,218000,218000
989,030950,奇力新富邦0C購01,0,0,0,0,0,0,0,0,0,218000,0,0,0,325000,107000,218000,218000
990,038341,燁輝元富11購01,0,0,0,0,0,0,0,0,0,218000,0,0,0,278000,60000,218000,218000
991,088962,聯詠國票0A購02,0,0,0,0,0,0,0,0,0,218000,0,0,0,268000,50000,218000,218000
992,037023,榮成元大0C購03,0,0,0,0,0,0,0,0,0,217000,0,0,0,259000,42000,217000,217000
993,040184,聯詠統一12購02,0,0,0,0,0,0,0,0,0,217000,0,0,0,231000,14000,217000,217000
994,07039P,南電群益0B售04,0,0,0,0,0,0,0,0,0,217000,0,0,0,250000,33000,217000,217000
995,075065,美利達元富0B購01,0,0,0,0,0,0,0,0,0,216000,0,0,0,505000,289000,216000,216000
996,034174,台郡永豐0B購01,0,0,0,0,0,0,0,0,0,216000,0,0,0,707000,491000,216000,216000
997,034213,台玻元富0C購01,0,0,0,0,0,0,0,0,0,216000,0,0,0,377000,161000,216000,216000
998,034806,愛普凱基0B購02,0,0,0,0,0,0,0,0,0,216000,0,0,0,402000,186000,216000,216000
999,039979,晶心科元大12購01,0,0,0,0,0,0,0,0,0,216000,0,0,0,248000,32000,216000,216000
1000,038182,允強永豐11購02,0,0,0,0,0,0,0,0,0,216000,0,0,0,243000,27000,216000,216000
1001,039406,美時永豐11購02,0,0,0,0,0,0,0,0,0,216000,0,0,0,318000,102000,216000,216000
1002,07549P,欣興群益13售02,0,0,0,0,0,0,0,0,0,215000,0,0,0,344000,129000,215000,215000
1003,087334,國喬凱基0B購01,0,0,0,0,0,0,0,0,0,215000,0,0,0,304000,89000,215000,215000
1004,085085,明基材永豐08購02,0,4000,-4000,0,0,0,0,0,0,219000,0,0,0,219000,0,219000,215000
1005,088175,惠特元大09購01,0,0,0,0,0,0,0,0,0,215000,0,0,0,215000,0,215000,215000
1006,035051,聯發科富邦11購01,0,0,0,0,0,0,0,0,0,215000,0,0,0,215000,0,215000,215000
1007,036094,創意元大11購01,0,0,0,0,0,0,0,0,0,215000,0,0,0,241000,26000,215000,215000
1008,037372,緯穎群益0C購03,0,0,0,0,0,0,0,0,0,215000,0,0,0,225000,10000,215000,215000
1009,039063,臺指反元大14購02,0,0,0,0,0,0,0,0,0,215000,0,0,0,215000,0,215000,215000
1010,038226,寶成國泰13購01,0,0,0,0,0,0,0,0,0,215000,0,0,0,350000,135000,215000,215000
1011,07568P,祥碩元富11售02,0,0,0,0,0,0,0,0,0,214000,0,0,0,233000,19000,214000,214000
1012,3034,聯詠,3736700,4299074,-562374,0,0,0,3000,148000,-145000,920658,710994,94000,616994,380716,77052,303664,213284
1013,082870,臺股指中信0B購09,0,0,0,0,0,0,0,0,0,213000,0,0,0,945000,732000,213000,213000
1014,038920,光罩元富14購02,0,0,0,0,0,0,0,0,0,213000,0,0,0,400000,187000,213000,213000
1015,038922,景碩元富14購04,0,0,0,0,0,0,0,0,0,213000,0,0,0,233000,20000,213000,213000
1016,06510P,鴻海國票0A售04,0,0,0,0,0,0,0,0,0,213000,0,0,0,213000,0,213000,213000
1017,031448,華紙元富0A購01,0,0,0,0,0,0,0,0,0,212000,0,0,0,275000,63000,212000,212000
1018,088680,寶成元大09購01,0,0,0,0,0,0,0,0,0,212000,0,0,0,213000,1000,212000,212000
1019,036884,統一元大12購01,0,0,0,0,0,0,0,0,0,212000,0,0,0,323000,111000,212000,212000
1020,039247,聯電國泰13購02,0,0,0,0,0,0,0,0,0,212000,0,0,0,343000,131000,212000,212000
1021,038276,燁輝麥證11購01,0,0,0,235000,24000,211000,0,0,0,211000,0,0,0,235000,24000,211000,211000
1022,038622,康普元大13購01,0,0,0,0,0,0,0,0,0,211000,0,0,0,278000,67000,211000,211000
1023,038559,燁輝凱基11購02,0,0,0,0,0,0,0,0,0,211000,0,0,0,313000,102000,211000,211000
1024,039775,台塑凱基12購01,0,0,0,0,0,0,0,0,0,211000,0,0,0,211000,0,211000,211000
1025,031943,亞聚元大0B購01,0,0,0,0,0,0,0,0,0,210000,0,0,0,220000,10000,210000,210000
1026,033136,開發金元大0B購02,0,0,0,0,0,0,0,0,0,210000,0,0,0,210000,0,210000,210000
1027,088509,禾伸堂元大0A購01,0,0,0,0,0,0,0,0,0,210000,0,0,0,210000,0,210000,210000
1028,082645,愛普中信08購01,0,0,0,0,0,0,0,0,0,210000,0,0,0,210000,0,210000,210000
1029,082328,大立光統一09購05,0,0,0,0,0,0,0,0,0,210000,0,0,0,210000,0,210000,210000
1030,085026,聯電統一0A購04,0,0,0,0,0,0,0,0,0,210000,0,0,0,220000,10000,210000,210000
1031,034611,群創統一0B購13,0,0,0,0,0,0,0,0,0,210000,0,0,0,350000,140000,210000,210000
1032,033123,大成鋼元大0A購12,0,0,0,0,0,0,0,0,0,209000,0,0,0,351000,142000,209000,209000
1033,036340,大銀元富0C購01,0,0,0,0,0,0,0,0,0,209000,0,0,0,209000,0,209000,209000
1034,032495,惠特兆豐0A購02,0,0,0,0,0,0,0,0,0,208000,0,0,0,268000,60000,208000,208000
1035,087000,祥碩國票0A購02,0,0,0,0,0,0,0,0,0,208000,0,0,0,358000,150000,208000,208000
1036,039514,松翰群益11購01,0,0,0,0,0,0,0,0,0,208000,0,0,0,208000,0,208000,208000
1037,039909,晶心科永豐11購01,0,0,0,0,0,0,0,0,0,208000,0,0,0,319000,111000,208000,208000
1038,06383P,台積電統一09售23,0,0,0,0,0,0,0,0,0,208000,0,0,0,209000,1000,208000,208000
1039,039434,裕民元大11購05,0,0,0,0,0,0,0,0,0,208000,0,0,0,246000,38000,208000,208000
1040,032594,宏達電元大11購02,0,0,0,0,0,0,0,0,0,207000,0,0,0,388000,181000,207000,207000
1041,035094,裕民凱基11購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,250000,43000,207000,207000
1042,085780,聯電元大0C購03,0,0,0,0,0,0,0,0,0,207000,0,0,0,212000,5000,207000,207000
1043,085649,旺宏統一0B購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,207000,0,207000,207000
1044,083478,同欣電統一09購03,0,0,0,0,0,0,0,0,0,207000,0,0,0,207000,0,207000,207000
1045,035785,裕民國泰13購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,298000,91000,207000,207000
1046,033434,偉詮電元大0C購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,329000,122000,207000,207000
1047,035256,允強凱基11購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,209000,2000,207000,207000
1048,038955,鉅祥元大11購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,329000,122000,207000,207000
1049,040262,裕民元富14購01,0,0,0,0,0,0,0,0,0,207000,0,0,0,251000,44000,207000,207000
1050,035976,惠特元大0C購01,0,0,0,0,0,0,0,0,0,206000,0,0,0,216000,10000,206000,206000
1051,031083,臺股指元大11購07,0,0,0,0,0,0,0,0,0,206000,0,0,0,511000,305000,206000,206000
1052,085191,T50正2群益09購03,0,0,0,0,0,0,0,0,0,206000,0,0,0,211000,5000,206000,206000
1053,034637,創意元大0B購01,0,0,0,0,0,0,0,0,0,206000,0,0,0,217000,11000,206000,206000
1054,040434,台郡凱基13購03,0,0,0,0,0,0,0,0,0,206000,0,0,0,216000,10000,206000,206000
1055,030170,揚明光國泰0C購01,0,0,0,0,0,0,0,0,0,205000,0,0,0,217000,12000,205000,205000
1056,082710,華晶科凱基08購01,0,0,0,0,0,0,0,0,0,205000,0,0,0,205000,0,205000,205000
1057,088075,聯發科統一0B購04,0,0,0,0,0,0,0,0,0,205000,0,0,0,207000,2000,205000,205000
1058,034796,愛普中信11購01,0,0,0,0,0,0,0,0,0,205000,0,0,0,450000,245000,205000,205000
1059,034799,永豐餘凱基0B購02,0,0,0,0,0,0,0,0,0,205000,0,0,0,205000,0,205000,205000
1060,034189,新光鋼元大11購01,0,0,0,0,0,0,0,0,0,205000,0,0,0,237000,32000,205000,205000
1061,037710,景碩永豐0C購03,0,0,0,0,0,0,0,0,0,205000,0,0,0,284000,79000,205000,205000
1062,038091,正文永豐11購01,0,0,0,0,0,0,0,0,0,205000,0,0,0,205000,0,205000,205000
1063,034283,永豐餘兆豐0C購01,0,0,0,0,0,0,0,0,0,204000,0,0,0,204000,0,204000,204000
1064,083821,聯電凱基0C購01,0,0,0,0,0,0,0,0,0,204000,0,0,0,229000,25000,204000,204000
1065,037392,聯電凱基0C購09,0,0,0,0,0,0,0,0,0,204000,0,0,0,288000,84000,204000,204000
1066,037432,瑞昱富邦13購01,0,0,0,0,0,0,0,0,0,204000,0,0,0,369000,165000,204000,204000
1067,039769,文曄永豐11購02,0,0,0,0,0,0,0,0,0,204000,0,0,0,214000,10000,204000,204000
1068,031504,華邦電元大12購02,0,0,0,0,0,0,0,0,0,203000,0,0,0,227000,24000,203000,203000
1069,034138,遠東新凱基0C購01,0,0,0,0,0,0,0,0,0,203000,0,0,0,203000,0,203000,203000
1070,034601,友達統一0B購09,0,0,0,0,0,0,0,0,0,203000,0,0,0,253000,50000,203000,203000
1071,039469,台勝科國票12購01,0,0,0,0,0,0,0,0,0,203000,0,0,0,203000,0,203000,203000
1072,040159,友達元大14購02,0,0,0,0,0,0,0,0,0,203000,0,0,0,960000,757000,203000,203000
1073,035748,滬深2X元富15購02,0,0,0,0,0,0,0,0,0,202000,0,0,0,270000,68000,202000,202000
1074,040032,文曄凱基11購01,0,0,0,0,0,0,0,0,0,202000,0,0,0,366000,164000,202000,202000
1075,089595,聯電群益0B購03,0,0,0,0,0,0,0,0,0,202000,0,0,0,218000,16000,202000,202000
1076,087892,聯詠元大09購04,0,0,0,0,0,0,0,0,0,201000,0,0,0,211000,10000,201000,201000
1077,036624,正隆凱基12購02,0,0,0,0,0,0,0,0,0,201000,0,0,0,201000,0,201000,201000
1078,037014,宏達電康和0C購01,0,0,0,0,0,0,0,0,0,201000,0,0,0,546000,345000,201000,201000
1079,037524,同欣電富邦13購01,0,0,0,0,0,0,0,0,0,201000,0,0,0,271000,70000,201000,201000
1080,038007,億光兆豐0C購02,0,0,0,0,0,0,0,0,0,201000,0,0,0,241000,40000,201000,201000
1081,089862,巨大元大0B購01,0,0,0,0,0,0,0,0,0,201000,0,0,0,238000,37000,201000,201000
1082,035613,T50反1國票12購02,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1083,031900,中纖永豐0A購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1084,032456,鈺齊元大0B購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1085,032908,台塑國票0B購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1086,030523,茂順群益0A購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1087,030524,臺股指群益0A購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1088,030489,松翰永豐0A購02,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1089,088032,台灣50元大0C購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1090,088313,鄉林凱基09購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1091,088427,鴻海日盛0C購02,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1092,037071,致茂中信0C購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1093,034024,大成鋼中信0B購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,318000,118000,200000,200000
1094,033576,力鵬凱基13購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,299000,99000,200000,200000
1095,038120,榮運凱基13購03,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1096,038602,台積電群益13購01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1097,040216,致新國票12購03,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1098,039595,致新國票12購02,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1099,039696,景碩群益12購04,0,0,0,0,0,0,0,0,0,200000,0,0,0,313000,113000,200000,200000
1100,06472P,聯電台新09售01,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1101,07061P,臺股指國票0B售15,0,0,0,0,0,0,0,0,0,200000,0,0,0,202000,2000,200000,200000
1102,07163P,臺股指凱基0C售28,0,0,0,0,0,0,0,0,0,200000,0,0,0,200000,0,200000,200000
1103,06804P,聯發科凱基0A售08,0,0,0,0,0,0,0,0,0,200000,0,0,0,250000,50000,200000,200000
1104,086498,南電元富09購06,0,0,0,0,0,0,0,0,0,199000,0,0,0,199000,0,199000,199000
1105,074078,精元元富08購04,0,0,0,0,0,0,0,0,0,199000,0,0,0,199000,0,199000,199000
1106,089625,聯電凱基13購01,0,0,0,0,0,0,0,0,0,199000,0,0,0,595000,396000,199000,199000
1107,3712,永崴投控,400000,201000,199000,0,0,0,0,0,0,0,0,0,0,0,0,0,199000
1108,031513,志聖元大0A購01,0,0,0,0,0,0,0,0,0,198000,0,0,0,203000,5000,198000,198000
1109,07192P,上銀元富0B售04,0,0,0,0,0,0,0,0,0,198000,0,0,0,268000,70000,198000,198000
1110,038455,力鵬元富12購02,0,0,0,0,0,0,0,0,0,198000,0,0,0,198000,0,198000,198000
1111,3673,TPK-KY,1069000,876000,193000,0,0,0,0,0,0,4239,0,0,0,20000,15761,4239,197239
1112,032333,台積電群益12購04,0,0,0,0,0,0,0,0,0,197000,0,0,0,197000,0,197000,197000
1113,030509,鼎元群益0B購01,0,0,0,0,0,0,0,0,0,197000,0,0,0,197000,0,197000,197000
1114,088228,矽格元富11購01,0,0,0,0,0,0,0,0,0,197000,0,0,0,227000,30000,197000,197000
1115,038100,興勤中信11購01,0,0,0,0,0,0,0,0,0,197000,0,0,0,232000,35000,197000,197000
1116,039180,春源元大11購03,0,0,0,0,0,0,0,0,0,197000,0,0,0,200000,3000,197000,197000
1117,05705P,國巨國泰09售01,0,0,0,0,0,0,0,0,0,197000,0,0,0,201000,4000,197000,197000
1118,034416,允強統一0C購02,0,0,0,0,0,0,0,0,0,196000,0,0,0,520000,324000,196000,196000
1119,030344,威盛群益0A購01,0,0,0,0,0,0,0,0,0,195000,0,0,0,275000,80000,195000,195000
1120,032405,亞泥元大0B購01,0,0,0,0,0,0,0,0,0,195000,0,0,0,769000,574000,195000,195000
1121,07375P,金像電元富0C售02,0,0,0,0,0,0,0,0,0,195000,0,0,0,228000,33000,195000,195000
1122,087562,聯發科國票11購02,0,0,0,0,0,0,0,0,0,195000,0,0,0,388000,193000,195000,195000
1123,036795,GIS統一12購02,0,0,0,0,0,0,0,0,0,195000,0,0,0,195000,0,195000,195000
1124,039678,聯詠康和11購01,0,0,0,0,0,0,0,0,0,195000,0,0,0,489000,294000,195000,195000
1125,039168,愛普凱基11購04,0,0,0,0,0,0,0,0,0,195000,0,0,0,548000,353000,195000,195000
1126,038372,允強元大12購02,0,0,0,0,0,0,0,0,0,195000,0,0,0,201000,6000,195000,195000
1127,5531,鄉林,342000,147000,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,195000
1128,00885,富邦越南,786000,504000,282000,0,0,0,0,0,0,-87710,0,0,0,1481136,1568846,-87710,194290
